                  epoch,             train/loss,  metrics/accuracy_top1,  metrics/accuracy_top5,               val/loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 1.2128,                    0.5,                      1,                 1.2949,                 0.0946,                 0.0006,                 0.0006
                      2,                0.51339,                  0.625,                      1,                  1.125,               0.088287,              0.0012871,              0.0012871
                      3,                0.26424,                 0.5625,                      1,                 1.1328,                0.08196,              0.0019604,              0.0019604
                      4,                0.05365,                  0.625,                      1,                 1.1582,                0.07562,              0.0026198,              0.0026198
                      5,                0.10238,                  0.625,                      1,                 1.1064,               0.069265,              0.0032654,              0.0032654
                      6,                0.35469,                 0.4375,                      1,                 1.3066,               0.062897,               0.003897,               0.003897
                      7,                0.59419,                 0.3125,                      1,                 1.4209,               0.056515,              0.0045149,              0.0045149
                      8,                0.69987,                  0.625,                      1,                 1.1494,               0.050119,              0.0051188,              0.0051188
                      9,                 0.6088,                  0.375,                      1,                 1.3603,               0.043709,               0.005709,               0.005709
                     10,                0.37596,                 0.3125,                      1,                 1.4443,               0.037285,              0.0062852,              0.0062852
                     11,                0.61997,                  0.375,                      1,                 1.2988,               0.030848,              0.0068476,              0.0068476
                     12,                 1.0665,                 0.3125,                      1,                 1.4268,               0.024396,              0.0073961,              0.0073961
                     13,                0.77427,                 0.3125,                      1,                 1.3926,               0.017931,              0.0079308,              0.0079308
                     14,                0.77706,                   0.25,                      1,                 1.4746,               0.011452,              0.0084516,              0.0084516
                     15,                 1.0796,                 0.4375,                      1,                 1.2949,               0.008614,               0.008614,               0.008614
                     16,                0.90978,                 0.4375,                      1,                 1.2754,               0.008515,               0.008515,               0.008515
                     17,                 1.1572,                 0.3125,                      1,                 1.3867,               0.008416,               0.008416,               0.008416
                     18,                 1.2236,                    0.5,                      1,                 1.3291,               0.008317,               0.008317,               0.008317
                     19,                 1.2715,                  0.375,                      1,                 1.3135,               0.008218,               0.008218,               0.008218
                     20,                 0.8942,                  0.375,                      1,                 1.3428,               0.008119,               0.008119,               0.008119
                     21,                 1.0958,                 0.3125,                      1,                 1.4141,                0.00802,                0.00802,                0.00802
                     22,                 1.3306,                 0.3125,                      1,                 1.3662,               0.007921,               0.007921,               0.007921
                     23,                0.79191,                  0.375,                      1,                 1.3496,               0.007822,               0.007822,               0.007822
                     24,                0.86948,                 0.3125,                      1,                 1.3711,               0.007723,               0.007723,               0.007723
                     25,                0.64746,                  0.375,                      1,                 1.3213,               0.007624,               0.007624,               0.007624
                     26,                0.80613,                 0.3125,                      1,                 1.4141,               0.007525,               0.007525,               0.007525
                     27,                  1.058,                    0.5,                      1,                 1.2207,               0.007426,               0.007426,               0.007426
                     28,                0.71786,                 0.5625,                      1,                 1.1553,               0.007327,               0.007327,               0.007327
                     29,                0.90636,                 0.5625,                      1,                 1.2295,               0.007228,               0.007228,               0.007228
                     30,                0.73688,                    0.5,                      1,                 1.2666,               0.007129,               0.007129,               0.007129
                     31,                0.87208,                 0.6875,                      1,                 1.1191,                0.00703,                0.00703,                0.00703
                     32,                0.70049,                  0.625,                      1,                 1.1436,               0.006931,               0.006931,               0.006931
                     33,                0.82925,                  0.625,                      1,                 1.1172,               0.006832,               0.006832,               0.006832
                     34,                0.64318,                 0.5625,                      1,                 1.1514,               0.006733,               0.006733,               0.006733
                     35,                0.77893,                 0.5625,                      1,                 1.1738,               0.006634,               0.006634,               0.006634
                     36,                0.72472,                  0.625,                      1,                 1.1562,               0.006535,               0.006535,               0.006535
                     37,                0.83332,                  0.625,                      1,                 1.1846,               0.006436,               0.006436,               0.006436
